gtf_gene	gtf_gene_trimmed	crovir_transcript	converted_id	converted_id_no_dups
maker-scaffold-ma4-augustus-gene-68.6_crovir-transcript-3295	maker-scaffold-ma4-augustus-gene-68.6	crovir-transcript-3295	EDNRB	EDNRB
maker-scaffold-ma4-augustus-gene-68.12_crovir-transcript-3296	maker-scaffold-ma4-augustus-gene-68.12	crovir-transcript-3296	BIVM	BIVM
maker-scaffold-ma4-augustus-gene-68.7_crovir-transcript-3294	maker-scaffold-ma4-augustus-gene-68.7	crovir-transcript-3294	POGLUT2	POGLUT2
maker-scaffold-ma4-augustus-gene-68.8_crovir-transcript-3293	maker-scaffold-ma4-augustus-gene-68.8	crovir-transcript-3293	METTL21C	METTL21C
maker-scaffold-ma4-augustus-gene-69.3_crovir-transcript-3300	maker-scaffold-ma4-augustus-gene-69.3	crovir-transcript-3300	TPP2	TPP2
maker-scaffold-ma4-augustus-gene-69.2_crovir-transcript-3301	maker-scaffold-ma4-augustus-gene-69.2	crovir-transcript-3301	FGF14	FGF14
maker-scaffold-ma4-augustus-gene-70.1_crovir-transcript-3302	maker-scaffold-ma4-augustus-gene-70.1	crovir-transcript-3302	FGF14	FGF14.1
maker-scaffold-ma4-augustus-gene-70.2_crovir-transcript-3304	maker-scaffold-ma4-augustus-gene-70.2	crovir-transcript-3304	ITGBL1	ITGBL1
maker-scaffold-ma4-augustus-gene-70.3_crovir-transcript-3303	maker-scaffold-ma4-augustus-gene-70.3	crovir-transcript-3303	maker-scaffold-ma4-augustus-gene-70.3_crovir-transcript-3303	maker-scaffold-ma4-augustus-gene-70.3_crovir-transcript-3303
maker-scaffold-ma4-augustus-gene-70.4_crovir-transcript-3305	maker-scaffold-ma4-augustus-gene-70.4	crovir-transcript-3305	ITGBL1	ITGBL1.1
maker-scaffold-ma4-augustus-gene-71.5_crovir-transcript-3309	maker-scaffold-ma4-augustus-gene-71.5	crovir-transcript-3309	NALCN	NALCN
trnascan-scaffold-ma4-noncoding-Pseudo_AGA-gene-71.0	trnascan-scaffold-ma4-noncoding-Pseudo_AGA-gene-71.0	NA	trnascan-scaffold-ma4-noncoding-Pseudo_AGA-gene-71.0	trnascan-scaffold-ma4-noncoding-Pseudo_AGA-gene-71.0
maker-scaffold-ma4-augustus-gene-71.6_crovir-transcript-3307	maker-scaffold-ma4-augustus-gene-71.6	crovir-transcript-3307	NALCN	NALCN.1
maker-scaffold-ma4-augustus-gene-71.7_crovir-transcript-3306	maker-scaffold-ma4-augustus-gene-71.7	crovir-transcript-3306	NALCN	NALCN.2
maker-scaffold-ma4-augustus-gene-71.8_crovir-transcript-3308	maker-scaffold-ma4-augustus-gene-71.8	crovir-transcript-3308	MROH6	MROH6.1
maker-scaffold-ma4-augustus-gene-72.4_crovir-transcript-3311	maker-scaffold-ma4-augustus-gene-72.4	crovir-transcript-3311	TMTC4	TMTC4
maker-scaffold-ma4-augustus-gene-72.5_crovir-transcript-3310	maker-scaffold-ma4-augustus-gene-72.5	crovir-transcript-3310	TMTC4	TMTC4.1
maker-scaffold-ma4-augustus-gene-72.6_crovir-transcript-3313	maker-scaffold-ma4-augustus-gene-72.6	crovir-transcript-3313	maker-scaffold-ma4-augustus-gene-72.6_crovir-transcript-3313	maker-scaffold-ma4-augustus-gene-72.6_crovir-transcript-3313
maker-scaffold-ma4-augustus-gene-72.7_crovir-transcript-3312	maker-scaffold-ma4-augustus-gene-72.7	crovir-transcript-3312	PCCA	PCCA
maker-scaffold-ma4-augustus-gene-73.5_crovir-transcript-3316	maker-scaffold-ma4-augustus-gene-73.5	crovir-transcript-3316	ZIC2	ZIC2
maker-scaffold-ma4-augustus-gene-73.4_crovir-transcript-3314	maker-scaffold-ma4-augustus-gene-73.4	crovir-transcript-3314	ZIC5	ZIC5
maker-scaffold-ma4-augustus-gene-73.6_crovir-transcript-3315	maker-scaffold-ma4-augustus-gene-73.6	crovir-transcript-3315	CLYBL	CLYBL
maker-scaffold-ma4-augustus-gene-74.2_crovir-transcript-3318	maker-scaffold-ma4-augustus-gene-74.2	crovir-transcript-3318	TM9SF2	TM9SF2
maker-scaffold-ma4-augustus-gene-74.3_crovir-transcript-3317	maker-scaffold-ma4-augustus-gene-74.3	crovir-transcript-3317	UBAC2	UBAC2
augustus_masked-scaffold-ma4-processed-gene-75.0_crovir-transcript-3321	augustus_masked-scaffold-ma4-processed-gene-75.0	crovir-transcript-3321	DOCK9	DOCK9
maker-scaffold-ma4-augustus-gene-75.8_crovir-transcript-3320	maker-scaffold-ma4-augustus-gene-75.8	crovir-transcript-3320	SLC15A1	SLC15A1
augustus_masked-scaffold-ma4-processed-gene-75.2_crovir-transcript-3319	augustus_masked-scaffold-ma4-processed-gene-75.2	crovir-transcript-3319	STK24	STK24
maker-scaffold-ma4-augustus-gene-75.10_crovir-transcript-3322	maker-scaffold-ma4-augustus-gene-75.10	crovir-transcript-3322	FARP1	FARP1
maker-scaffold-ma4-augustus-gene-75.11_crovir-transcript-3324	maker-scaffold-ma4-augustus-gene-75.11	crovir-transcript-3324	FARP1	FARP1.1
maker-scaffold-ma4-augustus-gene-75.12_crovir-transcript-3323	maker-scaffold-ma4-augustus-gene-75.12	crovir-transcript-3323	FARP1	FARP1.2
maker-scaffold-ma4-augustus-gene-76.5_crovir-transcript-3326	maker-scaffold-ma4-augustus-gene-76.5	crovir-transcript-3326	IPO5	IPO5
maker-scaffold-ma4-augustus-gene-76.4_crovir-transcript-3325	maker-scaffold-ma4-augustus-gene-76.4	crovir-transcript-3325	ERCC5	ERCC5
maker-scaffold-ma4-augustus-gene-76.6_crovir-transcript-3327	maker-scaffold-ma4-augustus-gene-76.6	crovir-transcript-3327	SLC10A2	SLC10A2
maker-scaffold-ma4-augustus-gene-77.4_crovir-transcript-3329	maker-scaffold-ma4-augustus-gene-77.4	crovir-transcript-3329	CRK	CRK
maker-scaffold-ma4-augustus-gene-77.5_crovir-transcript-3328	maker-scaffold-ma4-augustus-gene-77.5	crovir-transcript-3328	YWHAE	YWHAE
maker-scaffold-ma4-augustus-gene-78.2_crovir-transcript-3330	maker-scaffold-ma4-augustus-gene-78.2	crovir-transcript-3330	MYO1C	MYO1C
maker-scaffold-ma4-augustus-gene-78.3_crovir-transcript-3332	maker-scaffold-ma4-augustus-gene-78.3	crovir-transcript-3332	MYO1C	MYO1C.1
maker-scaffold-ma4-augustus-gene-78.4_crovir-transcript-3331	maker-scaffold-ma4-augustus-gene-78.4	crovir-transcript-3331	MYO1C	MYO1C.2
maker-scaffold-ma4-augustus-gene-82.3_crovir-transcript-3333	maker-scaffold-ma4-augustus-gene-82.3	crovir-transcript-3333	EFNB2	EFNB2
maker-scaffold-ma4-augustus-gene-82.4_crovir-transcript-3334	maker-scaffold-ma4-augustus-gene-82.4	crovir-transcript-3334	ARGLU1	ARGLU1
maker-scaffold-ma4-augustus-gene-83.2_crovir-transcript-3335	maker-scaffold-ma4-augustus-gene-83.2	crovir-transcript-3335	ANKRD42	ANKRD42
augustus_masked-scaffold-ma4-processed-gene-83.1_crovir-transcript-3336	augustus_masked-scaffold-ma4-processed-gene-83.1	crovir-transcript-3336	FAM155A	FAM155A
augustus_masked-scaffold-ma4-processed-gene-84.1_crovir-transcript-3337	augustus_masked-scaffold-ma4-processed-gene-84.1	crovir-transcript-3337	NT5C1B-RDH14	NT5C1B.RDH14
maker-scaffold-ma4-augustus-gene-85.6_crovir-transcript-3339	maker-scaffold-ma4-augustus-gene-85.6	crovir-transcript-3339	CARS2	CARS2
maker-scaffold-ma4-augustus-gene-85.5_crovir-transcript-3338	maker-scaffold-ma4-augustus-gene-85.5	crovir-transcript-3338	ING1	ING1
augustus_masked-scaffold-ma4-processed-gene-85.4_crovir-transcript-3340	augustus_masked-scaffold-ma4-processed-gene-85.4	crovir-transcript-3340	ANKRD10	ANKRD10
maker-scaffold-ma4-augustus-gene-86.3_crovir-transcript-3343	maker-scaffold-ma4-augustus-gene-86.3	crovir-transcript-3343	ARHGEF7	ARHGEF7
maker-scaffold-ma4-augustus-gene-86.4_crovir-transcript-3341	maker-scaffold-ma4-augustus-gene-86.4	crovir-transcript-3341	TEX29	TEX29
maker-scaffold-ma4-augustus-gene-86.5_crovir-transcript-3342	maker-scaffold-ma4-augustus-gene-86.5	crovir-transcript-3342	XP_011540628	XP_011540628.3
maker-scaffold-ma4-augustus-gene-87.3_crovir-transcript-3344	maker-scaffold-ma4-augustus-gene-87.3	crovir-transcript-3344	KANK2	KANK2
maker-scaffold-ma4-augustus-gene-87.4_crovir-transcript-3345	maker-scaffold-ma4-augustus-gene-87.4	crovir-transcript-3345	LDLR	LDLR
maker-scaffold-ma4-augustus-gene-88.1_crovir-transcript-3346	maker-scaffold-ma4-augustus-gene-88.1	crovir-transcript-3346	RASAL3	RASAL3
maker-scaffold-ma4-augustus-gene-90.6_crovir-transcript-3348	maker-scaffold-ma4-augustus-gene-90.6	crovir-transcript-3348	maker-scaffold-ma4-augustus-gene-90.6_crovir-transcript-3348	maker-scaffold-ma4-augustus-gene-90.6_crovir-transcript-3348
maker-scaffold-ma4-augustus-gene-90.10_crovir-transcript-3351	maker-scaffold-ma4-augustus-gene-90.10	crovir-transcript-3351	TUBGCP3	TUBGCP3
maker-scaffold-ma4-augustus-gene-90.11_crovir-transcript-3352	maker-scaffold-ma4-augustus-gene-90.11	crovir-transcript-3352	CEP135	CEP135
maker-scaffold-ma4-augustus-gene-90.7_crovir-transcript-3349	maker-scaffold-ma4-augustus-gene-90.7	crovir-transcript-3349	maker-scaffold-ma4-augustus-gene-90.7_crovir-transcript-3349	maker-scaffold-ma4-augustus-gene-90.7_crovir-transcript-3349
maker-scaffold-ma4-augustus-gene-90.8_crovir-transcript-3350	maker-scaffold-ma4-augustus-gene-90.8	crovir-transcript-3350	ATP11A	ATP11A
maker-scaffold-ma4-augustus-gene-90.9_crovir-transcript-3347	maker-scaffold-ma4-augustus-gene-90.9	crovir-transcript-3347	maker-scaffold-ma4-augustus-gene-90.9_crovir-transcript-3347	maker-scaffold-ma4-augustus-gene-90.9_crovir-transcript-3347
maker-scaffold-ma4-augustus-gene-91.5_crovir-transcript-3354	maker-scaffold-ma4-augustus-gene-91.5	crovir-transcript-3354	MCF2L	MCF2L
maker-scaffold-ma4-augustus-gene-91.6_crovir-transcript-3355	maker-scaffold-ma4-augustus-gene-91.6	crovir-transcript-3355	F10	F10
maker-scaffold-ma4-augustus-gene-91.7_crovir-transcript-3356	maker-scaffold-ma4-augustus-gene-91.7	crovir-transcript-3356	PROZ	PROZ
maker-scaffold-ma4-augustus-gene-91.9_crovir-transcript-3357	maker-scaffold-ma4-augustus-gene-91.9	crovir-transcript-3357	PCID2	PCID2
maker-scaffold-ma4-augustus-gene-91.10_crovir-transcript-3360	maker-scaffold-ma4-augustus-gene-91.10	crovir-transcript-3360	PCID2	PCID2.1
maker-scaffold-ma4-augustus-gene-91.8_crovir-transcript-3353	maker-scaffold-ma4-augustus-gene-91.8	crovir-transcript-3353	LAMP1	LAMP1
maker-scaffold-ma4-augustus-gene-91.11_crovir-transcript-3359	maker-scaffold-ma4-augustus-gene-91.11	crovir-transcript-3359	GRTP1	GRTP1
augustus_masked-scaffold-ma4-processed-gene-91.4_crovir-transcript-3358	augustus_masked-scaffold-ma4-processed-gene-91.4	crovir-transcript-3358	ADPRHL1	ADPRHL1
maker-scaffold-ma4-augustus-gene-92.5_crovir-transcript-3363	maker-scaffold-ma4-augustus-gene-92.5	crovir-transcript-3363	TMCO3	TMCO3
maker-scaffold-ma4-augustus-gene-92.6_crovir-transcript-3364	maker-scaffold-ma4-augustus-gene-92.6	crovir-transcript-3364	TFDP1	TFDP1
maker-scaffold-ma4-augustus-gene-92.7_crovir-transcript-3361	maker-scaffold-ma4-augustus-gene-92.7	crovir-transcript-3361	TFDP1	TFDP1.1
maker-scaffold-ma4-augustus-gene-92.9_crovir-transcript-3365	maker-scaffold-ma4-augustus-gene-92.9	crovir-transcript-3365	ATP4B	ATP4B
augustus_masked-scaffold-ma4-processed-gene-92.1_crovir-transcript-3362	augustus_masked-scaffold-ma4-processed-gene-92.1	crovir-transcript-3362	TMEM255B	TMEM255B
maker-scaffold-ma4-augustus-gene-92.10_crovir-transcript-3367	maker-scaffold-ma4-augustus-gene-92.10	crovir-transcript-3367	GAS6	GAS6
maker-scaffold-ma4-augustus-gene-92.11_crovir-transcript-3366	maker-scaffold-ma4-augustus-gene-92.11	crovir-transcript-3366	maker-scaffold-ma4-augustus-gene-92.11_crovir-transcript-3366	maker-scaffold-ma4-augustus-gene-92.11_crovir-transcript-3366
maker-scaffold-ma4-augustus-gene-93.12_crovir-transcript-3371	maker-scaffold-ma4-augustus-gene-93.12	crovir-transcript-3371	RASA3	RASA3
augustus_masked-scaffold-ma4-processed-gene-93.2_crovir-transcript-3370	augustus_masked-scaffold-ma4-processed-gene-93.2	crovir-transcript-3370	CDC16	CDC16
maker-scaffold-ma4-augustus-gene-93.10_crovir-transcript-3368	maker-scaffold-ma4-augustus-gene-93.10	crovir-transcript-3368	UPF3A	UPF3A
maker-scaffold-ma4-augustus-gene-93.13_crovir-transcript-3372	maker-scaffold-ma4-augustus-gene-93.13	crovir-transcript-3372	FBXO36	FBXO36
maker-scaffold-ma4-augustus-gene-93.11_crovir-transcript-3369	maker-scaffold-ma4-augustus-gene-93.11	crovir-transcript-3369	SEPTIN10	SEPTIN10
maker-scaffold-ma4-augustus-gene-94.2_crovir-transcript-3373	maker-scaffold-ma4-augustus-gene-94.2	crovir-transcript-3373	SH3RF3	SH3RF3
maker-scaffold-ma4-augustus-gene-95.5_crovir-transcript-3374	maker-scaffold-ma4-augustus-gene-95.5	crovir-transcript-3374	EDAR	EDAR
maker-scaffold-ma4-augustus-gene-95.7_crovir-transcript-3379	maker-scaffold-ma4-augustus-gene-95.7	crovir-transcript-3379	CCDC138	CCDC138
maker-scaffold-ma4-augustus-gene-95.8_crovir-transcript-3376	maker-scaffold-ma4-augustus-gene-95.8	crovir-transcript-3376	RANBP2	RANBP2
augustus_masked-scaffold-ma4-processed-gene-95.1_crovir-transcript-3375	augustus_masked-scaffold-ma4-processed-gene-95.1	crovir-transcript-3375	augustus_masked-scaffold-ma4-processed-gene-95.1_crovir-transcript-3375	augustus_masked-scaffold-ma4-processed-gene-95.1_crovir-transcript-3375
maker-scaffold-ma4-augustus-gene-95.9_crovir-transcript-3378	maker-scaffold-ma4-augustus-gene-95.9	crovir-transcript-3378	XP_005264003	XP_005264003
maker-scaffold-ma4-augustus-gene-95.10_crovir-transcript-3377	maker-scaffold-ma4-augustus-gene-95.10	crovir-transcript-3377	GCC2	GCC2
maker-scaffold-ma4-augustus-gene-96.3_crovir-transcript-3380	maker-scaffold-ma4-augustus-gene-96.3	crovir-transcript-3380	SLC5A7	SLC5A7
trnascan-scaffold-ma4-noncoding-Cys_GCA-gene-96.0	trnascan-scaffold-ma4-noncoding-Cys_GCA-gene-96.0	NA	trnascan-scaffold-ma4-noncoding-Cys_GCA-gene-96.0	trnascan-scaffold-ma4-noncoding-Cys_GCA-gene-96.0
maker-scaffold-ma4-augustus-gene-97.2_crovir-transcript-3381	maker-scaffold-ma4-augustus-gene-97.2	crovir-transcript-3381	ST6GAL2	ST6GAL2.1
maker-scaffold-ma4-augustus-gene-98.4_crovir-transcript-3382	maker-scaffold-ma4-augustus-gene-98.4	crovir-transcript-3382	UXS1	UXS1
maker-scaffold-ma4-augustus-gene-98.5_crovir-transcript-3384	maker-scaffold-ma4-augustus-gene-98.5	crovir-transcript-3384	ECRG4	ECRG4
augustus_masked-scaffold-ma4-processed-gene-98.3_crovir-transcript-3383	augustus_masked-scaffold-ma4-processed-gene-98.3	crovir-transcript-3383	NCK2	NCK2
maker-scaffold-ma4-augustus-gene-99.5_crovir-transcript-3386	maker-scaffold-ma4-augustus-gene-99.5	crovir-transcript-3386	FHL2	FHL2
maker-scaffold-ma4-augustus-gene-99.7_crovir-transcript-3387	maker-scaffold-ma4-augustus-gene-99.7	crovir-transcript-3387	C2orf49	C2orf49
maker-scaffold-ma4-augustus-gene-99.6_crovir-transcript-3385	maker-scaffold-ma4-augustus-gene-99.6	crovir-transcript-3385	TGFBRAP1	TGFBRAP1
maker-scaffold-ma4-augustus-gene-99.8_crovir-transcript-3388	maker-scaffold-ma4-augustus-gene-99.8	crovir-transcript-3388	MRPS9	MRPS9
maker-scaffold-ma4-augustus-gene-103.2_crovir-transcript-3390	maker-scaffold-ma4-augustus-gene-103.2	crovir-transcript-3390	TMEM182	TMEM182
augustus_masked-scaffold-ma4-processed-gene-103.0_crovir-transcript-3389	augustus_masked-scaffold-ma4-processed-gene-103.0	crovir-transcript-3389	MFSD9	MFSD9
maker-scaffold-ma4-augustus-gene-104.4_crovir-transcript-3391	maker-scaffold-ma4-augustus-gene-104.4	crovir-transcript-3391	SLC9A2	SLC9A2
maker-scaffold-ma4-augustus-gene-104.6_crovir-transcript-3392	maker-scaffold-ma4-augustus-gene-104.6	crovir-transcript-3392	IL18RAP	IL18RAP
maker-scaffold-ma4-augustus-gene-104.7_crovir-transcript-3396	maker-scaffold-ma4-augustus-gene-104.7	crovir-transcript-3396	IL18RAP	IL18RAP.1
maker-scaffold-ma4-augustus-gene-104.8_crovir-transcript-3394	maker-scaffold-ma4-augustus-gene-104.8	crovir-transcript-3394	IL18R1	IL18R1
maker-scaffold-ma4-augustus-gene-104.9_crovir-transcript-3395	maker-scaffold-ma4-augustus-gene-104.9	crovir-transcript-3395	maker-scaffold-ma4-augustus-gene-104.9_crovir-transcript-3395	maker-scaffold-ma4-augustus-gene-104.9_crovir-transcript-3395
augustus_masked-scaffold-ma4-processed-gene-104.3_crovir-transcript-3393	augustus_masked-scaffold-ma4-processed-gene-104.3	crovir-transcript-3393	IL1RL2	IL1RL2
maker-scaffold-ma4-augustus-gene-105.2_crovir-transcript-3397	maker-scaffold-ma4-augustus-gene-105.2	crovir-transcript-3397	IL1R2	IL1R2
maker-scaffold-ma4-augustus-gene-105.3_crovir-transcript-3398	maker-scaffold-ma4-augustus-gene-105.3	crovir-transcript-3398	MAP4K4	MAP4K4
maker-scaffold-ma4-augustus-gene-105.4_crovir-transcript-3399	maker-scaffold-ma4-augustus-gene-105.4	crovir-transcript-3399	MAP4K4	MAP4K4.1
augustus_masked-scaffold-ma4-processed-gene-106.3_crovir-transcript-3404	augustus_masked-scaffold-ma4-processed-gene-106.3	crovir-transcript-3404	ASMT	ASMT
maker-scaffold-ma4-augustus-gene-106.8_crovir-transcript-3405	maker-scaffold-ma4-augustus-gene-106.8	crovir-transcript-3405	maker-scaffold-ma4-augustus-gene-106.8_crovir-transcript-3405	maker-scaffold-ma4-augustus-gene-106.8_crovir-transcript-3405
augustus_masked-scaffold-ma4-processed-gene-106.0_crovir-transcript-3400	augustus_masked-scaffold-ma4-processed-gene-106.0	crovir-transcript-3400	ASMT	ASMT.1
maker-scaffold-ma4-augustus-gene-106.9_crovir-transcript-3403	maker-scaffold-ma4-augustus-gene-106.9	crovir-transcript-3403	ASMT	ASMT.2
maker-scaffold-ma4-augustus-gene-106.5_crovir-transcript-3402	maker-scaffold-ma4-augustus-gene-106.5	crovir-transcript-3402	ASMT	ASMT.3
maker-scaffold-ma4-augustus-gene-106.6_crovir-transcript-3401	maker-scaffold-ma4-augustus-gene-106.6	crovir-transcript-3401	ASMT	ASMT.4
maker-scaffold-ma4-augustus-gene-107.6_crovir-transcript-3406	maker-scaffold-ma4-augustus-gene-107.6	crovir-transcript-3406	CREG2	CREG2
maker-scaffold-ma4-augustus-gene-107.7_crovir-transcript-3408	maker-scaffold-ma4-augustus-gene-107.7	crovir-transcript-3408	RNF149	RNF149
augustus_masked-scaffold-ma4-processed-gene-107.4_crovir-transcript-3411	augustus_masked-scaffold-ma4-processed-gene-107.4	crovir-transcript-3411	CNOT11	CNOT11
maker-scaffold-ma4-augustus-gene-107.8_crovir-transcript-3407	maker-scaffold-ma4-augustus-gene-107.8	crovir-transcript-3407	TBC1D8	TBC1D8
maker-scaffold-ma4-augustus-gene-107.10_crovir-transcript-3409	maker-scaffold-ma4-augustus-gene-107.10	crovir-transcript-3409	RPL31	RPL31
maker-scaffold-ma4-augustus-gene-107.11_crovir-transcript-3410	maker-scaffold-ma4-augustus-gene-107.11	crovir-transcript-3410	CLOCK	CLOCK
augustus_masked-scaffold-ma4-processed-gene-108.6_crovir-transcript-3415	augustus_masked-scaffold-ma4-processed-gene-108.6	crovir-transcript-3415	PDCL3	PDCL3
maker-scaffold-ma4-augustus-gene-108.11_crovir-transcript-3416	maker-scaffold-ma4-augustus-gene-108.11	crovir-transcript-3416	NMS	NMS
maker-scaffold-ma4-augustus-gene-108.7_crovir-transcript-3412	maker-scaffold-ma4-augustus-gene-108.7	crovir-transcript-3412	CHST10	CHST10
maker-scaffold-ma4-augustus-gene-108.8_crovir-transcript-3414	maker-scaffold-ma4-augustus-gene-108.8	crovir-transcript-3414	LONRF2	LONRF2
maker-scaffold-ma4-augustus-gene-108.9_crovir-transcript-3413	maker-scaffold-ma4-augustus-gene-108.9	crovir-transcript-3413	LONRF2	LONRF2.1
trnascan-scaffold-ma4-noncoding-Pseudo_AGA-gene-108.0	trnascan-scaffold-ma4-noncoding-Pseudo_AGA-gene-108.0	NA	trnascan-scaffold-ma4-noncoding-Pseudo_AGA-gene-108.0	trnascan-scaffold-ma4-noncoding-Pseudo_AGA-gene-108.0
maker-scaffold-ma4-augustus-gene-109.4_crovir-transcript-3417	maker-scaffold-ma4-augustus-gene-109.4	crovir-transcript-3417	AFF3	AFF3
maker-scaffold-ma4-augustus-gene-109.5_crovir-transcript-3418	maker-scaffold-ma4-augustus-gene-109.5	crovir-transcript-3418	AFF3	AFF3.1
maker-scaffold-ma4-augustus-gene-110.10_crovir-transcript-3424	maker-scaffold-ma4-augustus-gene-110.10	crovir-transcript-3424	REV1	REV1
maker-scaffold-ma4-augustus-gene-110.11_crovir-transcript-3423	maker-scaffold-ma4-augustus-gene-110.11	crovir-transcript-3423	REV1	REV1.1
augustus_masked-scaffold-ma4-processed-gene-110.7_crovir-transcript-3426	augustus_masked-scaffold-ma4-processed-gene-110.7	crovir-transcript-3426	EIF5B	EIF5B
maker-scaffold-ma4-augustus-gene-110.12_crovir-transcript-3419	maker-scaffold-ma4-augustus-gene-110.12	crovir-transcript-3419	TXNDC9	TXNDC9
maker-scaffold-ma4-augustus-gene-110.13_crovir-transcript-3420	maker-scaffold-ma4-augustus-gene-110.13	crovir-transcript-3420	LYG2	LYG2
maker-scaffold-ma4-augustus-gene-110.20_crovir-transcript-3427	maker-scaffold-ma4-augustus-gene-110.20	crovir-transcript-3427	MRPL30	MRPL30
maker-scaffold-ma4-augustus-gene-110.14_crovir-transcript-3421	maker-scaffold-ma4-augustus-gene-110.14	crovir-transcript-3421	MITD1	MITD1
augustus_masked-scaffold-ma4-processed-gene-110.5_crovir-transcript-3425	augustus_masked-scaffold-ma4-processed-gene-110.5	crovir-transcript-3425	TSGA10	TSGA10
maker-scaffold-ma4-augustus-gene-110.17_crovir-transcript-3422	maker-scaffold-ma4-augustus-gene-110.17	crovir-transcript-3422	CRACDL	CRACDL
maker-scaffold-ma4-augustus-gene-111.2_crovir-transcript-3430	maker-scaffold-ma4-augustus-gene-111.2	crovir-transcript-3430	MGAT4A	MGAT4A
maker-scaffold-ma4-augustus-gene-111.5_crovir-transcript-3431	maker-scaffold-ma4-augustus-gene-111.5	crovir-transcript-3431	UNC50	UNC50
maker-scaffold-ma4-augustus-gene-111.3_crovir-transcript-3428	maker-scaffold-ma4-augustus-gene-111.3	crovir-transcript-3428	COA5	COA5
maker-scaffold-ma4-augustus-gene-111.4_crovir-transcript-3429	maker-scaffold-ma4-augustus-gene-111.4	crovir-transcript-3429	INPP4A	INPP4A
augustus_masked-scaffold-ma4-processed-gene-112.0_crovir-transcript-3433	augustus_masked-scaffold-ma4-processed-gene-112.0	crovir-transcript-3433	TMEM131	TMEM131
maker-scaffold-ma4-augustus-gene-112.3_crovir-transcript-3432	maker-scaffold-ma4-augustus-gene-112.3	crovir-transcript-3432	VWA3B	VWA3B
maker-scaffold-ma4-augustus-gene-113.4_crovir-transcript-3434	maker-scaffold-ma4-augustus-gene-113.4	crovir-transcript-3434	CNGA3	CNGA3
trnascan-scaffold-ma4-noncoding-Pseudo_AAC-gene-113.0	trnascan-scaffold-ma4-noncoding-Pseudo_AAC-gene-113.0	NA	trnascan-scaffold-ma4-noncoding-Pseudo_AAC-gene-113.0	trnascan-scaffold-ma4-noncoding-Pseudo_AAC-gene-113.0
